...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_GloVe_c_m,SemDis_MEAN,SemDis_factor
0,1,creative,1 Turn it into a minigarden by filling it with soil and planting herbs or small vegetables,turn it into a minigarden by filling it with soil and planting herbs or small vegetables,box,box,0.83796,1.08408,0.94063,0.9688,0.77644,0.92158,0.00733
1,2,creative,2 Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks,use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks,box,box,0.89046,1.06854,0.95247,0.9688,0.77729,0.93151,-0.03012
2,3,creative,3 Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble,create a diy pinball machine by cutting holes in the box and adding obstacles and a marble,box,box,0.91392,1.0812,1.10945,0.9688,1.22465,1.0596,0.06771
3,4,creative,4 Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props,turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props,box,box,0.86643,0.90312,1.06499,0.9688,0.77681,0.91603,0.26742
4,5,creative,5 Use it as a cat playhouse by cutting out holes and adding toys and scratching posts,use it as a cat playhouse by cutting out holes and adding toys and scratching posts,box,box,0.93626,1.05491,0.98717,0.9688,0.85152,0.95973,-0.04787
5,6,creative,6 Create a DIY photo booth by decorating the box and adding props and a camera,create a diy photo booth by decorating the box and adding props and a camera,box,box,0.89381,1.08317,1.06501,0.96882,1.22311,1.04678,-0.05632
6,7,creative,7 Use it as a storage container by adding dividers and labeling different sections,use it as a storage container by adding dividers and labeling different sections,box,box,1.09218,0.83702,0.94587,0.96595,1.23057,1.01432,-0.00115
7,8,creative,8 Turn it into a cardboard castle by cutting out turrets and decorating with paint and glitter,turn it into a cardboard castle by cutting out turrets and decorating with paint and glitter,box,box,0.8512299999999999,0.8587,0.91678,0.9688,0.77983,0.87507,-0.2303
8,9,creative,9 Use it as a shadow puppet theater by cutting out shapes and using a flashlight to cast shadows on a wall,use it as a shadow puppet theater by cutting out shapes and using a flashlight to cast shadows on a wall,box,box,1.06222,0.93467,1.07424,0.9688,0.77478,0.96294,0.07322
9,10,creative,10 Create a DIY cardboard arcade game by cutting out holes and adding different challenges and prizes,create a diy cardboard arcade game by cutting out holes and adding different challenges and prizes,box,box,1.16662,0.96776,1.07307,0.96882,0.77685,0.99062,-0.04904
10,11,creative,1 Turn it into a minigarden by filling it with soil and planting herbs or small vegetables,turn it into a minigarden by filling it with soil and planting herbs or small vegetables,box,box,0.83796,1.08408,0.94063,0.9688,0.77644,0.92158,0.00733
11,12,creative,2 Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks,use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks,box,box,0.89046,1.06854,0.95247,0.9688,0.77729,0.93151,-0.03012
12,13,creative,3 Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble,create a diy pinball machine by cutting holes in the box and adding obstacles and a marble,box,box,0.91392,1.0812,1.10945,0.9688,1.22465,1.0596,0.06771
13,14,creative,4 Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props,turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props,box,box,0.86643,0.90312,1.06499,0.9688,0.77681,0.91603,0.26742
14,15,creative,5 Use it as a cat playhouse by cutting out holes and adding toys and scratching posts,use it as a cat playhouse by cutting out holes and adding toys and scratching posts,box,box,0.93626,1.05491,0.98717,0.9688,0.85152,0.95973,-0.04787
