,id,item,response,condition
0,1,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
1,2,rope,2. Use a rope to create a DIY hammock.,creative
2,3,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
3,4,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
4,5,rope,5. Create a rope obstacle course for kids or adults.,creative
5,6,rope,6. Use a rope to create a DIY dog leash or harness.,creative
6,7,rope,7. Use a rope to create a DIY plant hanger.,creative
7,8,rope,8. Create a rope bridge over a small stream or creek.,creative
8,9,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
9,10,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
10,11,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
11,12,rope,2. Use a rope to create a DIY hammock.,creative
12,13,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
13,14,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
14,15,rope,5. Create a rope obstacle course for kids or adults.,creative
15,16,rope,6. Use a rope to create a DIY dog leash or harness.,creative
16,17,rope,7. Use a rope to create a DIY plant hanger.,creative
17,18,rope,8. Create a rope bridge over a small stream or creek.,creative
18,19,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
19,20,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
20,21,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
21,22,rope,2. Use a rope to create a DIY hammock.,creative
22,23,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
23,24,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
24,25,rope,5. Create a rope obstacle course for kids or adults.,creative
25,26,rope,6. Use a rope to create a DIY dog leash or harness.,creative
26,27,rope,7. Use a rope to create a DIY plant hanger.,creative
27,28,rope,8. Create a rope bridge over a small stream or creek.,creative
28,29,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
29,30,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
30,31,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
31,32,rope,2. Use a rope to create a DIY hammock.,creative
32,33,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
33,34,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
34,35,rope,5. Create a rope obstacle course for kids or adults.,creative
35,36,rope,6. Use a rope to create a DIY dog leash or harness.,creative
36,37,rope,7. Use a rope to create a DIY plant hanger.,creative
37,38,rope,8. Create a rope bridge over a small stream or creek.,creative
38,39,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
39,40,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
40,41,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
41,42,rope,2. Use a rope to create a DIY hammock.,creative
42,43,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
43,44,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
44,45,rope,5. Create a rope obstacle course for kids or adults.,creative
45,46,rope,6. Use a rope to create a DIY dog leash or harness.,creative
46,47,rope,7. Use a rope to create a DIY plant hanger.,creative
47,48,rope,8. Create a rope bridge over a small stream or creek.,creative
48,49,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
49,50,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
50,51,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
51,52,rope,2. Use a rope to create a DIY hammock.,creative
52,53,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
53,54,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
54,55,rope,5. Create a rope obstacle course for kids or adults.,creative
55,56,rope,6. Use a rope to create a DIY dog leash or harness.,creative
56,57,rope,7. Use a rope to create a DIY plant hanger.,creative
57,58,rope,8. Create a rope bridge over a small stream or creek.,creative
58,59,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
59,60,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
60,61,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
61,62,rope,2. Use a rope to create a DIY hammock.,creative
62,63,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
63,64,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
64,65,rope,5. Create a rope obstacle course for kids or adults.,creative
65,66,rope,6. Use a rope to create a DIY dog leash or harness.,creative
66,67,rope,7. Use a rope to create a DIY plant hanger.,creative
67,68,rope,8. Create a rope bridge over a small stream or creek.,creative
68,69,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
69,70,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
70,71,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
71,72,rope,2. Use a rope to create a DIY hammock.,creative
72,73,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
73,74,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
74,75,rope,5. Create a rope obstacle course for kids or adults.,creative
75,76,rope,6. Use a rope to create a DIY dog leash or harness.,creative
76,77,rope,7. Use a rope to create a DIY plant hanger.,creative
77,78,rope,8. Create a rope bridge over a small stream or creek.,creative
78,79,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
79,80,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
80,81,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
81,82,rope,2. Use a rope to create a DIY hammock.,creative
82,83,rope,3. Tie a rope around a tree to create a makeshift clothesline.,creative
83,84,rope,4. Use a rope to create a DIY rope ladder for a treehouse or fort.,creative
84,85,rope,5. Create a rope obstacle course for kids or adults.,creative
85,86,rope,6. Use a rope to create a DIY dog leash or harness.,creative
86,87,rope,7. Use a rope to create a DIY plant hanger.,creative
87,88,rope,8. Create a rope bridge over a small stream or creek.,creative
88,89,rope,9. Use a rope to create a DIY jump rope for exercise.,creative
89,90,rope,10. Use a rope to create a DIY pulley system for lifting heavy objects.,creative
90,91,rope,1. Create a rope swing in your backyard or at a nearby park.,creative
91,92,rope,2. Use a rope to create a DIY hammock.,creative
