,id,item,response,condition
0,1,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
1,2,box,2. Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks.,creative
2,3,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
3,4,box,4. Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props.,creative
4,5,box,5. Use it as a cat playhouse by cutting out holes and adding toys and scratching posts.,creative
5,6,box,6. Create a DIY photo booth by decorating the box and adding props and a camera.,creative
6,7,box,7. Use it as a storage container by adding dividers and labeling different sections.,creative
7,8,box,8. Turn it into a cardboard castle by cutting out turrets and decorating with paint and glitter.,creative
8,9,box,9. Use it as a shadow puppet theater by cutting out shapes and using a flashlight to cast shadows on a wall.,creative
9,10,box,10. Create a DIY cardboard arcade game by cutting out holes and adding different challenges and prizes.,creative
10,11,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
11,12,box,2. Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks.,creative
12,13,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
13,14,box,4. Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props.,creative
14,15,box,5. Use it as a cat playhouse by cutting out holes and adding toys and scratching posts.,creative
15,16,box,6. Create a DIY photo booth by decorating the box and adding props and a camera.,creative
16,17,box,7. Use it as a storage container by adding dividers and labeling different sections.,creative
17,18,box,8. Turn it into a cardboard castle by cutting out turrets and decorating with paint and glitter.,creative
18,19,box,9. Use it as a shadow puppet theater by cutting out shapes and using a flashlight to cast shadows on a wall.,creative
19,20,box,10. Create a DIY cardboard arcade game by cutting out holes and adding different challenges and prizes.,creative
20,21,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
21,22,box,2. Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks.,creative
22,23,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
23,24,box,4. Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props.,creative
24,25,box,5. Use it as a cat playhouse by cutting out holes and adding toys and scratching posts.,creative
25,26,box,6. Create a DIY photo booth by decorating the box and adding props and a camera.,creative
26,27,box,7. Use it as a storage container by adding dividers and labeling different sections.,creative
27,28,box,8. Turn it into a cardboard castle by cutting out turrets and decorating with paint and glitter.,creative
28,29,box,9. Use it as a shadow puppet theater by cutting out shapes and using a flashlight to cast shadows on a wall.,creative
29,30,box,10. Create a DIY cardboard arcade game by cutting out holes and adding different challenges and prizes.,creative
30,31,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
31,32,box,2. Use it as a makeshift drum set by attaching different materials to the sides and tapping on them with drumsticks.,creative
32,33,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
33,34,box,4. Turn it into a puppet theater by cutting out a window and decorating the inside with curtains and props.,creative
34,35,box,5. Use it as a cat playhouse by cutting out holes and adding toys and scratching posts.,creative
35,36,box,6. Create a DIY photo booth by decorating the box and adding props and a camera.,creative
