#response_filtered#solution#eval#RATItems#prompt#response_raw
0#Cheese#cheese#True#cottage/swiss/cake#0,Cheese#
1#Ice#ice#True#cream/skate/water#1,Ice#
2#Sore#sore#True#loser/throat/spot#2,Sore#
3#boat#boat#True#show/life/row#3,boat#
4#Watch#watch#True#night/wrist/stop#4,Watch#
5#Bill#bill#True#duck/fold/dollar#5,Bill#
6#Chair#chair#True#rocking/wheel/high#6,Chair#
7#Honey#honey#True#dew/comb/bee#7,Honey#
8#Soda#soda#True#fountain/baking/pop#8,Soda#
9#Conservation#forest#False#preserve/ranger/tropical#9,Conservation#
10#Wheel#band#False#aid/rubber/wagon#10,Wheel#
11#Ice#snow#False#flake/mobile/cone#11,Ice#
12#Jet#fire#False#cracker/fly/fighter#12,Jet#
13#Soft#pin#False#safety/cushion/point#13,Soft#
14#Sugar#sugar#True#cane/daddy/plum#14,Sugar#
15#Day#day#True#dream/break/light#15,Day#
16#Gold#gold#True#fish/mine/rush#16,Gold#
17#party#party#True#political/surprise/line#17,party#
18#Length#tape#False#measure/worm/video#18,Length#
19#School#school/court#True#high/district/house#19,School#
20#Common#common#True#sense/courtesy/place#20,Common#
21#Book#book#True#worm/shelf/end#21,Book#
22#State#game#False#piece/mind/dating#22,State#
23#Girl#girl#True#flower/friend/scout#23,Girl#
24#Bank#bank#True#river/note/account#24,Bank#
25#Black#blue#False#print/berry/bird#25,Black#
26#Button#pot#False#pie/luck/belly#26,Button#
27#blind#blind#True#date/alley/fold#27,blind#
28#Soap#soap#True#opera/hand/dish#28,Soap#
29#Space#space#True#cadet/capsule/ship#29,Space#
30#Coat#coat#True#fur/rack/tail#30,Coat#
31#Sharp#match#False#stick/maker/point#31,Sharp#
32#Blood#blood#True#hound/pressure/shot#32,Blood#
33#Out#hole#False#fox/man/peep#33,Out#
34#bag#bag#True#sleeping/bean/trash#34,bag#
35#Flake#bowl#False#dust/cereal/fish#35,Flake#
36#Candle#candle#True#light/birthday/stick#36,Candle#
37#fast#fast#True#food/forward/break#37,fast#
38#Light#moon#False#shine/beam/struck#38,Light#
39#pit#pit#True#peach/arm/tar#39,pit#
40#Salt#salt#True#water/mine/shaker#40,Salt#
41#Sole#tree#False#palm/shoe/house#41,Sole#
42#ball#ball#True#basket/eight/snow#42,ball#
43#Cart#cart#True#wheel/hand/shopping#43,Cart#
44#Black#copy#False#right/cat/carbon#44,Black#
45#Bomb#family#False#nuclear/feud/album#45,Bomb#
46#club#club#True#sandwich/house/golf#46,club#
47#Draw#bow#False#cross/rain/tie#47,Draw#
48#Gray#brush#False#sage/paint/hair#48,Gray#
49#Tie#horn#False#french/car/shoe#49,Tie#
50#camp#camp#True#boot/summer/ground#50,camp#
51#Air#gas#False#chamber/mask/natural#51,Air#
52#Grind#saw#False#mill/tooth/dust#52,Grind#
53#Street#street#True#main/sweeper/light#53,Street#
54#tail#turn#False#pike/coat/signal#54,tail#
55#Box#box#True#office/mail/hat#55,Box#
56#Paper#paper#True#fly/clip/wall#56,Paper#
57#stone#stone#True#age/mile/sand#57,stone#
58#Plate#dog#False#catcher/food/hot#58,Plate#
59#Station#station#True#wagon/break/radio#59,Station#
60#Military#top#False#tank/hill/secret#60,Military#
61#care#care#True#health/taker/less#61,care#
62#Ace#face#False#lift/card/mask#62,Ace#
63#Rose#sun#False#dress/dial/flower#63,Rose#
64#Address#air#False#force/line/mail#64,Address#
65#pour#fall#False#guy/rain/down#65,pour#
66#trick#figure#False#eight/skate/stick#66,trick#
67#Mark#mark#True#down/question/check#67,Mark#
68#spine#pack#False#animal/back/rat#68,spine#
69#petty#petty#True#officer/cash/larceny#69,petty#
70#apple#apple#True#pine/crab/sauce#70,apple#
71#Green#green#True#house/thumb/pepper#71,Green#
72#Red#red#True#carpet/alert/ink#72,Red#
