#response_filtered#solution#eval#RATItems#prompt#response_raw
0#Cheese#cheese#True#cottage/swiss/cake#0,Cheese#
1#Ice#ice#True#cream/skate/water#1,Ice#
2#Sore#sore#True#loser/throat/spot#2,Sore#
3#boat#boat#True#show/life/row#3,boat#
4#Watch#watch#True#night/wrist/stop#4,Watch#
5#Bill#bill#True#duck/fold/dollar#5,Bill#
6#Chair#chair#True#rocking/wheel/high#6,Chair#
7#Honey#honey#True#dew/comb/bee#7,Honey#
8#Soda#soda#True#fountain/baking/pop#8,Soda#
9#Conservation#forest#False#preserve/ranger/tropical#9,Conservation#
10#Tire#band#False#aid/rubber/wagon#10,Tire#
11#Ice#snow#False#flake/mobile/cone#11,Ice#
12#Weight#fire#False#cracker/fly/fighter#12,Weight#
13#Padding#pin#False#safety/cushion/point#13,Padding#
14#Sugar#sugar#True#cane/daddy/plum#14,Sugar#
15#Day#day#True#dream/break/light#15,Day#
16#Gold#gold#True#fish/mine/rush#16,Gold#
17#Party#party#True#political/surprise/line#17,Party#
18#Inch#tape#False#measure/worm/video#18,Inch#
19#school#school/court#True#high/district/house#19,school#
20#Common#common#True#sense/courtesy/place#20,Common#
21#Book#book#True#worm/shelf/end#21,Book#
22#Game#game#True#piece/mind/dating#22,Game#
23#Girl#girl#True#flower/friend/scout#23,Girl#
24#Current#bank#False#river/note/account#24,Current#
25#Blue#blue#True#print/berry/bird#25,Blue#
26#button#pot#False#pie/luck/belly#26,button#
27#Blind#blind#True#date/alley/fold#27,Blind#
28#Soap#soap#True#opera/hand/dish#28,Soap#
29#Space#space#True#cadet/capsule/ship#29,Space#
30#Coat#coat#True#fur/rack/tail#30,Coat#
31#Sharp#match#False#stick/maker/point#31,Sharp#
32#Gun#blood#False#hound/pressure/shot#32,Gun#
33#Secret#hole#False#fox/man/peep#33,Secret#
34#bag#bag#True#sleeping/bean/trash#34,bag#
35#BOWL#bowl#True#dust/cereal/fish#35,BOWL#
36#Candle#candle#True#light/birthday/stick#36,Candle#
37#fast#fast#True#food/forward/break#37,fast#
38#Light#moon#False#shine/beam/struck#38,Light#
39#pit#pit#True#peach/arm/tar#39,pit#
40#Salt#salt#True#water/mine/shaker#40,Salt#
41#Sole#tree#False#palm/shoe/house#41,Sole#
42#Ball#ball#True#basket/eight/snow#42,Ball#
43#Cart#cart#True#wheel/hand/shopping#43,Cart#
44#footprint#copy#False#right/cat/carbon#44,footprint#
45#Bomb#family#False#nuclear/feud/album#45,Bomb#
46#Club#club#True#sandwich/house/golf#46,Club#
47#game#bow#False#cross/rain/tie#47,game#
48#brush#brush#True#sage/paint/hair#48,brush#
49#Tie#horn#False#french/car/shoe#49,Tie#
50#Camp#camp#True#boot/summer/ground#50,Camp#
51#gas#gas#True#chamber/mask/natural#51,gas#
52#Grind#saw#False#mill/tooth/dust#52,Grind#
53#Street#street#True#main/sweeper/light#53,Street#
54#Fishing#turn#False#pike/coat/signal#54,Fishing#
55#box#box#True#office/mail/hat#55,box#
56#Paper#paper#True#fly/clip/wall#56,Paper#
57#Stone#stone#True#age/mile/sand#57,Stone#
58#Plate#dog#False#catcher/food/hot#58,Plate#
59#Station#station#True#wagon/break/radio#59,Station#
60#Military#top#False#tank/hill/secret#60,Military#
61#Wellness#care#False#health/taker/less#61,Wellness#
62#Deck#face#False#lift/card/mask#62,Deck#
63#Sun#sun#True#dress/dial/flower#63,Sun#
64#Address#air#False#force/line/mail#64,Address#
65#coat#fall#False#guy/rain/down#65,coat#
66#trick#figure#False#eight/skate/stick#66,trick#
67#Mark#mark#True#down/question/check#67,Mark#
68#spine#pack#False#animal/back/rat#68,spine#
69#theft#petty#False#officer/cash/larceny#69,theft#
70#apple#apple#True#pine/crab/sauce#70,apple#
71#Green#green#True#house/thumb/pepper#71,Green#
