,id,item,response,condition
0,1,fork,1. Use a fork as a makeshift hairpin to hold up a bun or updo.,creative
1,2,fork,2. Use a fork to create perfectly spaced holes in soil for planting seeds.,creative
2,3,fork,3. Use a fork to create texture in clay or other modeling materials.,creative
3,4,fork,4. Use a fork as a mini easel to display small pieces of art or photos.,creative
4,5,fork,5. Use a fork to create decorative patterns in frosting on cakes or cupcakes.,creative
5,6,fork,6. Use a fork to scratch lottery tickets or other scratch-off games.,creative
6,7,fork,7. Use a fork to create a unique and textured border for a scrapbook page.,creative
7,8,fork,"8. Use a fork to create a homemade musical instrument, like a thumb piano.",creative
8,9,fork,9. Use a fork to create a makeshift backscratcher.,creative
9,10,fork,10. Use a fork to create a unique and textured design on a candle or soap.,creative
10,11,fork,1. Use it as a hair accessory by bending the prongs to hold a bun or ponytail in place.,creative
11,12,fork,2. Create a unique piece of jewelry by wrapping the handle in wire and adding beads or charms.,creative
12,13,fork,3. Use it as a gardening tool to aerate soil or remove small weeds.,creative
13,14,fork,4. Use it as a makeshift lock pick in an emergency situation.,creative
14,15,fork,5. Create a fork sculpture by bending and shaping the prongs into a desired shape.,creative
15,16,fork,6. Use it to create textured patterns in clay or other soft materials.,creative
16,17,fork,7. Use it as a musical instrument by tapping on different surfaces or plucking the prongs.,creative
17,18,fork,8. Use it to create a DIY wind chime by hanging multiple forks from a string or wire.,creative
18,19,fork,9. Use it as a tool to help with knitting or crocheting by using the prongs to pick up dropped stitches.,creative
19,20,fork,10. Use it as a unique way to serve appetizers or desserts by skewering individual portions onto the prongs.,creative
20,21,fork,1. As a mini rake for a small garden or potted plant.,creative
21,22,fork,2. To create a textured pattern in clay or playdough.,creative
22,23,fork,3. As a makeshift hair pick or comb.,creative
23,24,fork,4. To hold a candle wick in place while pouring wax.,creative
24,25,fork,5. As a tool to separate tangled jewelry chains.,creative
25,26,fork,6. To make decorative patterns in frosting on a cake.,creative
26,27,fork,7. As a tool to create a marbled effect in nail polish.,creative
27,28,fork,8. To create a unique pattern on a painted wall or furniture.,creative
28,29,fork,9. As a tool to clean small crevices or hard-to-reach areas.,creative
29,30,fork,10. To hold a small piece of paper or fabric in place while sewing or crafting.,creative
30,31,fork,1. Use a fork to create unique patterns in clay or playdough.,creative
31,32,fork,2. Use a fork to create a decorative border on a pie crust.,creative
32,33,fork,3. Use a fork to create a DIY hair accessory by bending the prongs and adding beads or jewels.,creative
33,34,fork,4. Use a fork to create a mini garden by sticking the prongs into soil and adding small plants or herbs.,creative
34,35,fork,5. Use a fork to create a unique piece of jewelry by bending the prongs and adding a chain or ribbon.,creative
35,36,fork,6. Use a fork to create a DIY stamp by dipping the prongs in paint and pressing onto paper or fabric.,creative
36,37,fork,7. Use a fork to create a makeshift guitar by strumming the prongs over a cardboard box.,creative
37,38,fork,8. Use a fork to create a DIY wind chime by hanging multiple forks from a string or wire and letting them clang together in the wind.,creative
38,39,fork,9. Use a fork to create a DIY bird feeder by sticking the prongs into a piece of fruit and hanging it outside.,creative
39,40,fork,10. Use a fork to create a DIY picture frame by bending the prongs to hold a photo in place.,creative
40,41,fork,1. Use a fork as a makeshift hair accessory by twisting it into a bun or updo.,creative
41,42,fork,2. Create a unique piece of jewelry by bending the tines of a fork into a bracelet or necklace.,creative
42,43,fork,3. Use a fork to create textured patterns in clay or other sculpting materials.,creative
43,44,fork,4. Use a fork to create a decorative pattern on a cake or other baked goods.,creative
44,45,fork,5. Use a fork to scratch designs into wood or leather.,creative
45,46,fork,6. Use a fork to create a makeshift guitar pick.,creative
46,47,fork,7. Use a fork to hold a book open while reading.,creative
47,48,fork,8. Use a fork to create a makeshift plant trellis by sticking it into the soil and wrapping vines around it.,creative
48,49,fork,9. Use a fork to create a makeshift drumstick.,creative
