,id,item,response,condition
0,1,book,1. Bookends – repurpose the book as a decorative bookend to hold up other books.,creative
1,2,book,2. Secret storage – carve out a hollowed out compartment to hide valuables or a small plant inside the book.,creative
2,3,book,3. Artwork – create an art piece by folding the pages of the book into different shapes or patterns.,creative
3,4,book,4. Lampshade – attach a light fixture and use the book as a homemade lampshade.,creative
4,5,book,5. Plant pot – cut out the center of the pages to create a unique planter for succulents.,creative
5,6,book,6. Phone stand – fashion a phone stand by folding the pages of the book to hold a smartphone.,creative
6,7,book,"7. Picture frames – display photos on the pages of a open book and use it as an unconventional, layered photograph.",creative
7,8,book,8. Drink coasters – cut pages into squares or circles and use them as eco-friendly coasters.,creative
8,9,book,9. Table runner – lay books out as a table runner or place mat for a quirky dinner party.,creative
9,10,book,10. DIY Journal – reuse by adding new pages and repurposing it into a handmade journal or sketchbook.,creative
10,11,book,1. Use it as a secret hiding place by cutting out a cavity in the pages. ,creative
11,12,book,2. Repurpose it as a picture frame by gluing a photo to the cover and displaying it on a shelf. ,creative
12,13,book,3. Transform it into a plant pot by cutting away the pages and lining the inside with plastic. ,creative
13,14,book,4. Use it as a decorative doorstop by wrapping it in colorful fabric. ,creative
14,15,book,5. Cut out the pages to make unique paper crafts like origami or paper mache sculptures. ,creative
15,16,book,6. Stack several books to create unique bookshelves or even furniture. ,creative
16,17,book,7. Use an old book as a canvas for painting or drawing. ,creative
17,18,book,8. Create a collection of bookmarks by cutting pages into strips and decorating them. ,creative
18,19,book,9. Photocopy pages to create your own greeting cards or invitations. ,creative
19,20,book,10. Use an old book as a prop in a photo shoot or as part of a themed party decoration.,creative
20,21,book,1. Use the pages of a book to create unique and personalized wrapping paper for gifts.,creative
21,22,book,2. Cut out the pages of a book to create a three-dimensional sculpture or art piece.,creative
22,23,book,3. Turn a book into a stylish and functional lampshade.,creative
23,24,book,4. Create a book flower bouquet by folding pages into origami flowers and attaching them to stems.,creative
24,25,book,5. Use a book as a makeshift weight for holding down papers or other lightweight items.,creative
25,26,book,6. Cut out pages from a book and turn them into a colorful and intricate paper chain decoration.,creative
26,27,book,7. Transform a book into a decorative birdhouse or feeder.,creative
27,28,book,8. Repurpose a book as a safe storage space by cutting out the pages to create a hidden compartment inside.,creative
28,29,book,9. Use a book as a unique and quirky guest book at a wedding or special event.,creative
29,30,book,10. Turn a book into an unconventional and eye-catching picture frame by attaching photos to the open pages.,creative
30,31,book,1. Book planters: Use the hollowed-out center of an old book as a planter for small plants or succulents.,creative
31,32,book,2. Bookend shelves: Turn a stack of books into a set of DIY bookends that double as a small wall-mounted shelf.,creative
32,33,book,3. Book safes: Create a hidden safe by hollowing out the middle of a book and hiding valuables inside.,creative
33,34,book,4. Book clocks: Use the cover of an old book to make a stylish clock for your wall.,creative
34,35,book,5. Book sculptures: Use pages from old books to create intricate sculptures in shapes like birds or flowers.,creative
35,36,book,6. Bookmarks: Make your own bookmarks out of old book pages by cutting out interesting shapes or folding them into origami.,creative
36,37,book,7. Book page wallpaper: Cover a wall with pages from your favorite book to create a unique and literary wallpaper effect.,creative
37,38,book,8. Book storage boxes: Cut the covers off of old encyclopedias or dictionaries and use them as storage boxes.,creative
38,39,book,"9. Book-inspired fashion: Use pages from old books to create accessories like bow ties, necklaces, or bracelets.",creative
39,40,book,"10. Book wreaths: Create a wreath for your front door or mantel using pages from old books, rolled into cones and glued onto a circle of cardboard.",creative
40,41,book,1. Book lamp: Hollow out a hardcover book and add a light source to create a unique desk lamp.,creative
41,42,book,2. Book planter: Use the pages of a book to create a unique and unexpected planter for succulents or small plants.,creative
42,43,book,3. Book purse: Cut the pages and spine out of a book to create a one-of-a-kind purse.,creative
43,44,book,4. Bookshelf art: Stack books creatively to make a piece of art for your bookshelf.,creative
44,45,book,5. Bookend bookends: Cut two books to fit together to create a set of bookends.,creative
45,46,book,6. Book clock: Turn a book into a clock by hollowing it out and adding a clock mechanism.,creative
46,47,book,7. Book birdhouse: Use an old hardcover book to make a unique birdhouse for your backyard.,creative
47,48,book,8. Book candle: Create a custom candle by melting down old candles and pouring the wax into a hollowed-out book.,creative
48,49,book,9. Book journal: Create your own journal by using old book covers and blank pages.,creative
49,50,book,"10. Book sculpture: Turn old books into unique sculptures by cutting, folding, and gluing the pages together in creative ways.",creative
50,51,book,"1. A planter: Cut the pages out of a hollowed-out book and fill it with soil, then plant small succulents or herbs.",creative
51,52,book,2. A secret hiding spot: Hollow out the middle of an old book to create a hiding spot for valuables.,creative
52,53,book,3. A wall decoration: Use old and new books to create a unique and eye-catching wall decoration.,creative
53,54,book,4. A theater prop: Use books as props for a theater production or other type of performance.,creative
54,55,book,"5. A journal cover: Use old book covers to create covers for your journals, adding texture and personality.",creative
55,56,book,6. A game board: Create a board game using a book as the game board and pieces fashioned from paper or other materials.,creative
56,57,book,7. A lampshade: Cut the pages out of a book and create a unique lampshade.,creative
57,58,book,8. A room divider: Stack books on a shelf or use them as a room divider to create a visually interesting and functional space.,creative
58,59,book,9. A phone or tablet stand: Prop up your phone or tablet on an open book for easy viewing.,creative
59,60,book,10. A gift box: Wrap your gifts in old book pages to create a unique and eco-friendly gift box.,creative
60,61,book,1. Turn it into a secret storage compartment by cutting out the center pages and using it to hide small items.,creative
61,62,book,2. Use the pages as wrapping paper for gifts.,creative
62,63,book,3. Create a unique piece of wall art by folding the pages into a sculpture.,creative
63,64,book,4. Use the book as a doorstop or a weight for pressing flowers.,creative
64,65,book,5. Turn it into a unique journal by replacing the original content with your own writing or drawing.,creative
65,66,book,6. Use the pages to create a personalized scrapbook or photo album.,creative
66,67,book,7. Place it on a shelf to add a decorative touch to a room.,creative
67,68,book,8. Use the pages as a material for origami or paper crafts.,creative
68,69,book,9. Create a birdhouse or nesting box by hollowing out the center of the book and covering with waterproof material.,creative
69,70,book,10. Use the book as a platform for displaying small objects or collectibles.,creative
70,71,book,1. Convert the book into a secret hiding spot by cutting out a portion of the pages and placing small items inside.,creative
71,72,book,2. Use the book as a makeshift laptop or tablet stand.,creative
72,73,book,3. Craft a unique art piece by folding the pages of the book into a 3D sculpture.,creative
73,74,book,4. Turn the book into a personalized notebook or journal by removing pages and adding blank ones.,creative
74,75,book,5. Create a book clock by hollowing out the center of a hardcover book and fitting it with a clock mechanism.,creative
75,76,book,6. Use the pages as unique wrapping paper for small gifts.,creative
76,77,book,7. Transform the pages into confetti to add to party decorations.,creative
77,78,book,8. Create a DIY book plant holder by cutting a hole in the center of the book and inserting a small plant pot.,creative
78,79,book,9. Build a bookshelf that doubles as a comfortable reading nook by securing a cushion to the top of several books.,creative
79,80,book,10. Use the book as a base to level furniture legs on uneven floors.,creative
80,81,book,1. Cutting out pages to create intricate paper art or sculptures.,creative
81,82,book,2. Hollowing out the middle of the book to create a secret hiding spot.,creative
82,83,book,3. Using old books as home decor by stacking them to create a unique shelf or table.,creative
83,84,book,4. Turning books into a unique guestbook for weddings or special events.,creative
84,85,book,5. Creating a unique lampshade by folding pages into a cylindrical lamp cover.,creative
85,86,book,6. Turning a book into a unique jewelry box by cutting out the pages and adding dividers.,creative
86,87,book,7. Using old books as props for photography or film shoots.,creative
87,88,book,8. Creating a unique piece of clothing by using book pages to create a fabric-like material.,creative
88,89,book,9. Using books as unique centerpieces for events or dinner parties.,creative
89,90,book,10. Creating a unique plant holder by hollowing out the middle and placing a small plant inside.,creative
90,91,book,1. A hidden compartment: cut out the pages and create a secret compartment to store valuables.,creative
91,92,book,2. A plant pot: hollow out the middle of the book and fill it with soil and a small succulent plant.,creative
92,93,book,3. A lampshade: fold pages into triangles and glue them together to create a unique lampshade.,creative
93,94,book,4. A phone stand: stand your phone up in a book with the pages folded to create a holder.,creative
94,95,book,5. A birdhouse: cut out a little hole in the book cover and add a small perch for a cute birdhouse.,creative
95,96,book,6. A purse: cut out the pages and glue them together to create a durable and unique purse.,creative
96,97,book,7. A picture frame: cut out a picture-sized hole in the book cover and insert a favorite photo.,creative
97,98,book,8. A hideaway: create a cozy little reading nook inside a book with blankets and pillows.,creative
98,99,book,9. A camera strap: cover a camera strap with the cover of a favorite book for a literary touch.,creative
99,100,book,10. A game board: use the pages of the book to create a unique and personalized game board for a board game.,creative
100,101,book,1. Bookend: Use the book to hold up other books on a shelf or table.,creative
101,102,book,2. Secret compartment: Cut out the pages to make a hidden storage compartment within the book.,creative
102,103,book,3. Tablet or phone stand: Use the book to prop up a tablet or phone for hands-free use.,creative
103,104,book,4. Flower press: Place flowers or leaves between the pages and let the weight of the book press them flat and dry.,creative
104,105,book,5. Wall décor: Hang a set of books on a wall to create an interesting and unique display.,creative
105,106,book,6. Book clutch: Repurpose the cover of a hardcover book to make a stylish clutch bag.,creative
106,107,book,7. Coaster: Cut the cover of a hardcover book into coasters for drinks.,creative
107,108,book,8. Lamp base: Stack books of varying sizes and styles to create a unique lamp base.,creative
108,109,book,9. Picture frame: Cut out the pages of a book to create a frame for a small photo or picture.,creative
109,110,book,10. DIY notebook: Remove the pages of an old book and bind new pages in to create a one-of-a-kind notebook.,creative
110,111,book,1. A hiding place- a book with a cut-out center can be a secret hiding place for small items.,creative
111,112,book,2. A phone or tablet stand- prop up your device with a hardcover book with a good spine.,creative
112,113,book,3. A picture frame- glue photos inside a book and decorate the pages to make a unique and personal photo frame.,creative
113,114,book,4. A plant holder- hollow out the center of a hardcover book and add soil to hold small plants or succulents.,creative
114,115,book,5. A recipe holder- use a cookbook to hold your recipes while you cook to keep your hands free and your recipe clean.,creative
115,116,book,6. A jewelry box- glue felt inside a hollowed-out book to create a vintage-inspired jewelry box.,creative
116,117,book,7. A wall art installation- create a unique book wall art installation using pages from a book to create an intricate design or collage.,creative
117,118,book,"8. A travel journal- use an old book as a journal and document your travels with ticket stubs, postcards and drawings.",creative
118,119,book,9. A handbag- fold and glue pages from a book together to create a unique and sustainable handbag.,creative
119,120,book,10. A birdhouse- hollow out a large book and attach it to a wooden birdhouse frame to create a quirky and literary-themed birdhouse.,creative
120,121,book,"1. As a decorative item for a room, stacked in an interesting way or arranged by color.",creative
121,122,book,2. As a makeshift laptop or tablet stand.,creative
122,123,book,3. As a doorstop or paperweight.,creative
123,124,book,4. As a tool for pressing flowers or plants.,creative
124,125,book,"5. To create a hidden storage compartment, by hollowing out the pages.",creative
125,126,book,"6. As material for DIY crafting, such as making paper flowers or book page wreaths.",creative
126,127,book,7. To create a photo album or scrapbook with a unique cover.,creative
127,128,book,8. As a prop or set piece for a play or movie.,creative
