,id,item,response,condition
0,1,tin can,1. Use it as a pencil holder or desk organizer,creative
1,2,tin can,2. Cut off both ends and create a small plant pot,creative
2,3,tin can,3. Turn it into a wind chime by hanging various sized cans from a string or wire,creative
3,4,tin can,4. Create a homemade drum by adding a stretched membrane over the open end,creative
4,5,tin can,5. Use it as a cookie cutter for perfectly shaped baked goods,creative
5,6,tin can,6. Cut off the top and use it as a bird feeder by filling it with birdseed,creative
6,7,tin can,7. Use it to collect spare change for a charity donation,creative
7,8,tin can,8. Create a unique light fixture by placing a light bulb inside and cutting designs into the sides,creative
8,9,tin can,9. Fill it with water and freeze to make a makeshift ice pack for an injury,creative
9,10,tin can,10. Use it as a stamp by dipping the bottom in paint and pressing it onto paper.,creative
10,11,tin can,"1. Turn a can into a DIY birdhouse – drill a hole in the side, insert a stick perch, and attach it to a tree or fence.",creative
11,12,tin can,2. Stack cans together to create a DIY goal post for backyard football.,creative
12,13,tin can,"3. Fill cans with soil and use them to grow small plants, like herbs, on a windowsill.",creative
13,14,tin can,4. Use a can as a container for pens and pencils on a desk.,creative
14,15,tin can,5. Use can tops to create simple homemade wind chimes.,creative
15,16,tin can,6. Attach a string to a can and use it to play a game of tin can telephone with a friend.,creative
16,17,tin can,7. Use a can to make homemade candle holders – place a candle inside and decorate with patterned tape or paint.,creative
17,18,tin can,8. Cut off the bottom of a can and use it to hold paint for small touch-up jobs.,creative
18,19,tin can,9. Create a DIY pencil holder by painting and decorating a can and attaching it to a piece of wood for stability.,creative
19,20,tin can,10. Turn a can into a drum – attach a balloon or drum head to the end and use drumsticks to play.,creative
20,21,tin can,"1. A DIY pencil holder - spray-paint the can and decorate with stickers, glitter or paint to make it fun and colorful. ",creative
21,22,tin can,"2. A mini herb garden - drill holes into the bottom for drainage, fill with soil and plant herbs in it. ",creative
22,23,tin can,"3. A birdhouse - paint and decorate the exterior, add a little roof on top and hang from a tree in your garden. ",creative
23,24,tin can,"4. A desk organizer - use different sized cans and glue them together to make a unique desk organizer for paperclips, pens, and other small items. ",creative
24,25,tin can,5. A wind chime - punch holes into the sides of the can and hang strings of beads or bells from them. ,creative
25,26,tin can,6. A cake mold - use a tin can to create a mini cake or bread loaf. ,creative
26,27,tin can,"7. A lantern - poke holes into the sides of the can and place a tea-light candle inside, allowing the light to shine through the holes. ",creative
27,28,tin can,"8. A toy drum - wrap the can in fun colored duct tape, add a balloon on top and use drumsticks to play music. ",creative
28,29,tin can,9. A container for homemade candles - pour melted wax into the can and add a wick to make your own candles. ,creative
29,30,tin can,"10. A game of tin-can toss - paint several cans, stack them and throw balls or beanbags attempting to knock them over.",creative
30,31,tin can,1. Turn it into a reusable water bottle by creating a hole in the lid and attaching a straw.,creative
31,32,tin can,2. Use it as a makeshift rolling pin for baking.,creative
32,33,tin can,3. Cut off the top and fill with soil to make a small planter for herbs or succulents.,creative
33,34,tin can,4. Decorate and use as a pencil holder or desk organizer.,creative
34,35,tin can,5. Turn it into a DIY bird house by decorating and attaching a string for hanging.,creative
35,36,tin can,6. Create a DIY lantern by punching holes in the tin can and inserting a candle or light.,creative
36,37,tin can,7. Cut off the bottom and use as a stencil for painting or drawing.,creative
37,38,tin can,8. Use it as a unique and rustic vase for wildflowers.,creative
38,39,tin can,9. Fill with ice and use as a makeshift cooler for drinks at a picnic or barbecue.,creative
39,40,tin can,10. Decorate and use as a coin bank or savings jar.,creative
40,41,tin can,1. Convert it into a plant pot by painting and punching holes in it.,creative
41,42,tin can,2. Using a tin can as a makeshift amplifier for a smartphone speaker.,creative
42,43,tin can,3. Transform it into a birdhouse.,creative
43,44,tin can,4. Use it as a pencil or pen holder on your desk.,creative
44,45,tin can,5. Making a mini oven by cutting it similarly to a camping stove.,creative
45,46,tin can,6. Set it up as a vase for flowers or homemade candle holder.,creative
46,47,tin can,"7. Make a homemade musical instrument. Tape a few pulled guitar strings on it, and you have a sound!",creative
47,48,tin can,8. Turn it into a bird feeder or watering can.,creative
48,49,tin can,9. Create a coin bank by painting it and adding a slit.,creative
49,50,tin can,10. Turn it into a container for your homemade jam or candy.,creative
50,51,tin can,1. Create a tin can telephone for playing with friends.,creative
51,52,tin can,2. Make a DIY tin can lantern for a cozy backyard evening. ,creative
52,53,tin can,3. Turn a tin can into a mini-herb garden by planting your favorite herbs inside. ,creative
53,54,tin can,"4. Cut and bend a tin can into unique jewelry pieces, like earrings or bracelets. ",creative
54,55,tin can,5. Use tin cans as weights for homemade workout equipment. ,creative
55,56,tin can,6. Craft a tin can bird-feeder and watch the local birds enjoy their new snack. ,creative
56,57,tin can,7. Use a tin can as a pencil holder for your desk. ,creative
57,58,tin can,8. Create a DIY tin can wind chime for an easy and affordable outdoor decoration. ,creative
58,59,tin can,9. Turn your tin cans into organizers for your garage or tool shed. ,creative
59,60,tin can,10. Cut and glue tin can strips together to create a DIY tin can geometric vase.,creative
60,61,tin can,1. Turn it into a wind chime by punching holes in the sides and hanging it with string or wire.,creative
61,62,tin can,2. Paint it and use it as a brightly colored desktop pen holder.,creative
62,63,tin can,"3. Cut off the top, wrap it in twine, and use it as a planter for succulents or herbs.",creative
63,64,tin can,4. Turn it into a mini camping stove by poking holes in the sides and bottom and using it to hold a small fire.,creative
64,65,tin can,5. Use it as a candle holder to create a rustic centerpiece for a dinner party or event.,creative
65,66,tin can,"6. Punch holes in it and use it as a DIY lantern, fitting a tea candle inside and letting the light shine through the holes.",creative
66,67,tin can,7. Turn it into a mini speaker for your phone by adding a speaker grille and attaching a speaker driver.,creative
67,68,tin can,8. Create your own homemade drum set by using tin cans of different sizes as drums.,creative
68,69,tin can,"9. Use it as a miniature birdhouse, attaching a wooden perch to the front and hanging it from a tree or porch.",creative
69,70,tin can,"10. Cut off the top and bottom, flatten it out, cut shapes out of it, and use it as a unique and eye-catching gift wrap.",creative
70,71,tin can,1. Decorative candle holder for indoor or outdoor use,creative
71,72,tin can,2. Bird feeder or birdhouse ,creative
