,id,item,response,condition
0,1,book,1. A book can be used as a makeshift laptop stand to elevate the screen to eye level.,creative
1,2,book,"2. Pages from a book can be used to create unique and intricate paper crafts, such as origami or quilling.",creative
2,3,book,3. A book can be hollowed out and used as a secret storage compartment for small items.,creative
3,4,book,"4. Pages from a book can be used as wrapping paper for gifts, adding a literary touch to the presentation.",creative
4,5,book,5. A book can be used as a makeshift doorstop to prop open a door.,creative
5,6,book,6. Pages from a book can be used to create a unique and personalized scrapbook.,creative
6,7,book,7. A book can be used as a makeshift weight to hold down papers or other lightweight objects.,creative
7,8,book,8. Pages from a book can be used to create unique and personalized bookmarks.,creative
8,9,book,9. A book can be used as a makeshift level to ensure that objects are straight and level.,creative
9,10,book,"10. Pages from a book can be used to create unique and personalized wall art, such as framed book pages or a book page collage.",creative
10,11,book,1. A book can be used as a makeshift laptop stand to elevate the screen to eye level.,creative
11,12,book,2. Pages from a book can be folded into origami shapes to create unique decorations.,creative
12,13,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
13,14,book,4. Pages from a book can be cut into strips and used as bookmarks or to create paper chains.,creative
14,15,book,5. A book can be used as a makeshift weight to hold down papers or fabric.,creative
15,16,book,6. Pages from a book can be used to create a collage or mixed media art piece.,creative
16,17,book,7. A book can be used as a makeshift doorstop.,creative
17,18,book,8. Pages from a book can be cut into shapes and used as gift tags or to create homemade cards.,creative
18,19,book,9. A book can be used as a prop in a photoshoot or as a background for a flat lay.,creative
19,20,book,10. Pages from a book can be used to create a paper mache sculpture.,creative
20,21,book,1. A book can be used as a makeshift laptop stand.,creative
21,22,book,2. Pages from a book can be folded into origami shapes and used as decorations.,creative
22,23,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
23,24,book,4. Pages from a book can be used as wrapping paper for gifts.,creative
24,25,book,5. A book can be used as a makeshift doorstop.,creative
25,26,book,6. Pages from a book can be cut into strips and used as bookmarks.,creative
26,27,book,7. A book can be used as a makeshift weight for exercise.,creative
27,28,book,8. Pages from a book can be used as a canvas for artwork or calligraphy.,creative
28,29,book,9. A book can be used as a makeshift stand for a tablet or e-reader.,creative
29,30,book,10. Pages from a book can be used as kindling for a fire.,creative
30,31,book,1. A book can be used as a makeshift laptop stand or riser.,creative
31,32,book,2. Pages from a book can be used to create unique and personalized wrapping paper.,creative
32,33,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
33,34,book,4. Pages from a book can be folded into origami shapes and used as decorations.,creative
34,35,book,5. A book can be used as a makeshift doorstop.,creative
35,36,book,6. Pages from a book can be used to create a unique and personalized scrapbook.,creative
36,37,book,7. A book can be used as a makeshift weight for exercising.,creative
37,38,book,8. Pages from a book can be used to create unique and personalized greeting cards.,creative
38,39,book,9. A book can be used as a makeshift phone or tablet stand.,creative
39,40,book,10. Pages from a book can be used to create unique and personalized bookmarks.,creative
40,41,book,1. Turn it into a secret storage compartment by cutting out the pages and hiding small items inside.,creative
41,42,book,2. Use it as a makeshift laptop stand to elevate your computer and improve posture.,creative
42,43,book,3. Create a unique piece of art by folding the pages into intricate designs or cutting out shapes to make a book sculpture.,creative
43,44,book,4. Use it as a weight to hold down papers or fabric while working on a project.,creative
44,45,book,5. Turn it into a plant pot by cutting out the center of the pages and filling it with soil and a small plant.,creative
45,46,book,6. Use it as a makeshift doorstop to hold open a stubborn door.,creative
46,47,book,7. Turn it into a birdhouse by cutting out a hole in the cover and adding a perch.,creative
47,48,book,8. Use it as a makeshift phone stand to prop up your device while watching videos or taking calls.,creative
48,49,book,9. Turn it into a lampshade by cutting out the pages and attaching it to a lamp base.,creative
49,50,book,10. Use it as a makeshift pillow by wrapping it in a soft cloth or pillowcase.,creative
50,51,book,1. Turn it into a secret hiding spot by cutting out the pages and storing small items inside.,creative
51,52,book,2. Use it as a makeshift laptop stand to elevate your computer for better ergonomics.,creative
52,53,book,3. Create a unique piece of art by folding the pages into intricate designs.,creative
53,54,book,4. Use it as a weight to hold down papers on a windy day.,creative
54,55,book,5. Turn it into a decorative centerpiece by stacking several books and adding flowers or candles on top.,creative
55,56,book,6. Use it as a makeshift doorstop to prop open a door.,creative
56,57,book,7. Use it as a makeshift pillow by resting your head on it while traveling or napping.,creative
57,58,book,8. Turn it into a unique gift by writing personalized messages or drawings on the pages.,creative
58,59,book,9. Use it as a makeshift phone stand to prop up your device while watching videos or video chatting.,creative
59,60,book,10. Turn it into a unique piece of furniture by stacking several books and adding a piece of glass on top to create a table.,creative
60,61,book,1. A book can be used as a makeshift laptop stand to elevate the screen to eye level.,creative
61,62,book,2. Pages from a book can be cut out and used as unique wrapping paper for gifts.,creative
62,63,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
63,64,book,4. Pages from a book can be folded into origami shapes to create unique decorations.,creative
64,65,book,5. A book can be used as a makeshift doorstop.,creative
65,66,book,6. Pages from a book can be used as kindling for a fire.,creative
66,67,book,7. A book can be used as a makeshift weight to hold down papers or fabric.,creative
67,68,book,8. Pages from a book can be used to create a unique collage or art piece.,creative
68,69,book,9. A book can be used as a makeshift phone stand to prop up a phone for video calls.,creative
69,70,book,10. Pages from a book can be used to create unique bookmarks or paper flowers.,creative
70,71,book,1. A book can be used as a makeshift laptop stand.,creative
71,72,book,2. Pages from a book can be used as wrapping paper for gifts.,creative
72,73,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
73,74,book,4. Pages from a book can be used to create unique and personalized artwork.,creative
74,75,book,5. A book can be used as a makeshift doorstop.,creative
75,76,book,6. Pages from a book can be used to create origami sculptures.,creative
76,77,book,7. A book can be used as a makeshift weight for exercise.,creative
77,78,book,8. Pages from a book can be used to create a unique and personalized journal.,creative
78,79,book,9. A book can be used as a makeshift phone or tablet stand.,creative
79,80,book,10. Pages from a book can be used to create unique and personalized bookmarks.,creative
80,81,book,1. A book can be used as a makeshift laptop stand.,creative
81,82,book,2. Pages from a book can be used to create unique and personalized wrapping paper.,creative
82,83,book,3. A book can be hollowed out and used as a secret storage compartment.,creative
83,84,book,4. Pages from a book can be used to create beautiful origami art.,creative
84,85,book,5. A book can be used as a makeshift doorstop.,creative
85,86,book,6. Pages from a book can be used to create a unique and personalized journal.,creative
86,87,book,7. A book can be used as a makeshift weight for exercise.,creative
87,88,book,8. Pages from a book can be used to create a unique and personalized scrapbook.,creative
88,89,book,9. A book can be used as a makeshift phone or tablet stand.,creative
89,90,book,10. Pages from a book can be used to create a unique and personalized bookmark.,creative
90,91,book,1. A book can be hollowed out and used as a secret storage compartment for small items.,creative
91,92,book,2. Pages from a book can be folded into intricate origami designs.,creative
92,93,book,3. A book can be turned into a lampshade by cutting out the pages and attaching a light source inside.,creative
93,94,book,4. Pages from a book can be used to create unique and personalized wrapping paper.,creative
94,95,book,5. A book can be used as a makeshift laptop stand by propping it up at an angle.,creative
95,96,book,6. Pages from a book can be used to create a collage or mixed media art piece.,creative
96,97,book,7. A book can be used as a makeshift doorstop.,creative
97,98,book,8. Pages from a book can be used to create unique and personalized bookmarks.,creative
98,99,book,9. A book can be used as a makeshift weight for holding down papers or fabric.,creative
99,100,book,10. Pages from a book can be used to create a unique and personalized journal or scrapbook.,creative
100,101,book,1. Book planters - hollow out the pages of a book and use it as a unique planter for small plants or succulents.,creative
101,102,book,2. Book safes - use an old book to create a hidden safe for storing valuables.,creative
102,103,book,3. Book lamp - create a lampshade out of pages from a book for a literary-inspired lighting fixture.,creative
103,104,book,4. Book art - use pages from a book to create unique and intricate paper art.,creative
