,id,item,response,condition
0,1,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or flowers.,creative
1,2,box,2. Use it as a makeshift drum by covering it with a stretched piece of fabric or paper and tapping on it with drumsticks.,creative
2,3,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
3,4,box,"4. Make a cardboard castle by cutting out turrets, windows, and doors and decorating it with paint or markers.",creative
4,5,box,5. Use it as a shadow puppet theater by cutting out a screen and projecting a light behind it.,creative
5,6,box,6. Turn it into a cat or dog house by cutting out a door and adding a cushion or blanket inside.,creative
6,7,box,7. Use it as a photo booth backdrop by covering it with patterned paper or fabric and adding props.,creative
7,8,box,8. Create a cardboard maze by cutting out walls and adding dead ends and twists and turns.,creative
8,9,box,9. Turn it into a DIY piñata by filling it with candy and covering it with colorful tissue paper.,creative
9,10,box,10. Use it as a storage solution by adding dividers and compartments for organizing small items.,creative
10,11,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small plants.,creative
11,12,box,2. Use it as a makeshift drum by covering it with a thin sheet of plastic and tapping on it with drumsticks.,creative
12,13,box,3. Create a DIY pinball machine by cutting out holes and ramps in the box and using marbles as the ball.,creative
13,14,box,4. Turn it into a puppet theater by cutting out a hole for the stage and decorating it with curtains and props.,creative
14,15,box,5. Use it as a cat playhouse by cutting out holes for windows and doors and adding a scratching post and toys inside.,creative
15,16,box,6. Turn it into a DIY photo booth by decorating it with props and setting up a camera inside.,creative
16,17,box,7. Use it as a storage container for shoes or other items by adding dividers and labeling each section.,creative
17,18,box,8. Create a cardboard maze by cutting out walls and adding obstacles for kids to navigate through.,creative
18,19,box,9. Use it as a shadow puppet theater by cutting out shapes and using a flashlight to project shadows onto a wall.,creative
19,20,box,10. Turn it into a cardboard castle by cutting out turrets and decorating it with paint and glitter.,creative
20,21,box,1. A makeshift puppet theater - cut out a hole in the front of the box and decorate it to look like a stage.,creative
21,22,box,2. A DIY pinball machine - create obstacles and ramps inside the box and use marbles as the pinballs.,creative
22,23,box,3. A cat playhouse - cut out holes for windows and doors and add some cushions inside for a cozy spot for your furry friend.,creative
23,24,box,4. A mini-garden - line the box with plastic and fill it with soil to create a small herb or vegetable garden.,creative
24,25,box,5. A shadow box - decorate the inside of the box with cut-out shapes and use a flashlight to cast shadows on the wall.,creative
25,26,box,6. A treasure chest - paint the box gold and fill it with fake jewels and coins for a fun pirate-themed party decoration.,creative
26,27,box,7. A mini-library - fill the box with books and create a cozy reading nook.,creative
27,28,box,8. A birdhouse - cut out a hole for the entrance and add some twigs and grass inside for a cozy nest.,creative
28,29,box,9. A photo booth - decorate the box with fun props and use it as a backdrop for silly photos.,creative
29,30,box,"10. A storage container - use the box to organize and store items like shoes, toys, or craft supplies.",creative
30,31,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
31,32,box,2. Use it as a makeshift drum set by attaching different materials to the sides and hitting them with drumsticks.,creative
32,33,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles and a marble.,creative
33,34,box,4. Turn it into a puppet theater by cutting out a window and decorating it with curtains and props.,creative
34,35,box,5. Use it as a makeshift photo booth by decorating the inside and adding props for fun pictures.,creative
35,36,box,6. Create a cardboard castle by cutting out turrets and decorating it with paint and glitter.,creative
36,37,box,7. Use it as a storage container by adding dividers and compartments for organization.,creative
37,38,box,8. Turn it into a cat playhouse by cutting out holes and adding toys and scratching posts.,creative
38,39,box,9. Create a cardboard maze by cutting out walls and adding obstacles for a fun challenge.,creative
39,40,box,10. Use it as a canvas for a painting or drawing project by covering it with white paper or canvas and letting your creativity flow.,creative
40,41,box,1. Turn it into a mini-garden by filling it with soil and planting small plants or herbs.,creative
41,42,box,2. Use it as a makeshift drum by stretching a piece of fabric over the top and tapping on it with drumsticks.,creative
42,43,box,3. Create a DIY pinball machine by cutting holes in the box and adding obstacles for the ball to bounce off of.,creative
43,44,box,4. Turn it into a puppet theater by cutting out a window and adding curtains.,creative
44,45,box,5. Use it as a makeshift cat house by cutting out a door and adding a cushion inside.,creative
45,46,box,6. Create a DIY photo booth by cutting out a window and adding props and a backdrop.,creative
46,47,box,7. Use it as a storage container for shoes or other small items.,creative
47,48,box,8. Turn it into a DIY birdhouse by cutting out a hole and adding a perch.,creative
48,49,box,9. Use it as a canvas for painting or drawing.,creative
49,50,box,10. Create a DIY cardboard maze by cutting out walls and adding obstacles for people to navigate through.,creative
50,51,box,1. Turn it into a DIY cat house or bed.,creative
51,52,box,2. Use it as a planter for a small herb garden.,creative
52,53,box,3. Create a DIY shadow puppet theater by cutting out shapes and using a flashlight.,creative
53,54,box,4. Turn it into a DIY pinhole camera for photography.,creative
54,55,box,5. Use it as a makeshift sled for sliding down hills.,creative
55,56,box,6. Cut it up and use it as a puzzle for kids.,creative
56,57,box,7. Create a DIY birdhouse by cutting out a hole and adding a perch.,creative
57,58,box,8. Use it as a makeshift drum or musical instrument.,creative
58,59,box,9. Cut it up and use it as a canvas for painting or drawing.,creative
59,60,box,10. Use it as a makeshift goal for backyard sports like soccer or hockey.,creative
60,61,box,1. Turn it into a mini-garden by filling it with soil and planting herbs or small vegetables.,creative
61,62,box,2. Use it as a makeshift drum by covering it with a stretched piece of fabric or paper and tapping on it.,creative
62,63,box,3. Cut it into pieces and use it as building blocks for a child's playtime.,creative
63,64,box,4. Create a DIY cat house by cutting out holes and decorating it with cat-friendly materials.,creative
64,65,box,5. Use it as a makeshift mailbox for receiving letters and packages.,creative
65,66,box,6. Turn it into a DIY pinball machine by adding obstacles and a small ball.,creative
66,67,box,7. Use it as a canvas for painting or drawing.,creative
67,68,box,8. Create a DIY photo booth by cutting out a hole for a camera and decorating the box with props.,creative
68,69,box,9. Use it as a storage container for shoes or other small items.,creative
69,70,box,10. Turn it into a DIY birdhouse by cutting out a hole and adding a perch.,creative
