,id,item,response,condition
0,1,fork,1. Use a fork to create a unique pattern in clay or playdough.,creative
1,2,fork,2. Use a fork to create a makeshift hairbrush or comb.,creative
2,3,fork,3. Use a fork to create a miniature garden by poking holes in soil and planting small seeds.,creative
3,4,fork,4. Use a fork to create a DIY candle holder by sticking the prongs into the wax.,creative
4,5,fork,5. Use a fork to create a unique piece of art by dipping the prongs in paint and stamping onto a canvas.,creative
5,6,fork,6. Use a fork to create a fun game by balancing it on your finger and trying to keep it upright for as long as possible.,creative
6,7,fork,7. Use a fork to create a homemade musical instrument by attaching rubber bands to the prongs and plucking them like a guitar.,creative
7,8,fork,8. Use a fork to create a unique piece of jewelry by bending the prongs into a desired shape and attaching to a chain or earring hook.,creative
8,9,fork,9. Use a fork to create a fun photo prop by holding it up to your mouth and pretending to eat oversized food.,creative
9,10,fork,10. Use a fork to create a DIY bird feeder by sticking it into an apple or other fruit and hanging it outside for birds to enjoy.,creative
10,11,fork,1. Use a fork to create a unique pattern in clay or playdough.,creative
11,12,fork,2. Use a fork to create a decorative edge on a pie crust or pastry.,creative
12,13,fork,3. Use a fork to create a makeshift hairbrush or comb.,creative
13,14,fork,4. Use a fork to create a DIY jewelry holder by bending the tines to hold necklaces and bracelets.,creative
14,15,fork,5. Use a fork to create a unique texture on a painting or drawing.,creative
15,16,fork,6. Use a fork to create a DIY plant marker by writing the name of the plant on the handle.,creative
16,17,fork,7. Use a fork to create a DIY wind chime by attaching small bells or beads to the tines.,creative
17,18,fork,8. Use a fork to create a DIY candle holder by bending the tines to hold a candle.,creative
18,19,fork,9. Use a fork to create a DIY photo holder by bending the tines to hold a picture.,creative
19,20,fork,10. Use a fork to create a DIY bookmark by attaching a ribbon or string to the handle.,creative
20,21,fork,1. Use a fork to create a unique pattern in a clay sculpture or pottery piece.,creative
21,22,fork,2. Use a fork to create a textured design on a cake or other baked goods.,creative
22,23,fork,3. Use a fork to make a DIY hair accessory by bending the tines and attaching it to a hair clip or headband.,creative
23,24,fork,4. Use a fork to create a makeshift guitar pick for playing acoustic guitar.,creative
24,25,fork,5. Use a fork to create a unique piece of jewelry by bending the tines and attaching it to a chain or cord.,creative
25,26,fork,6. Use a fork to create a DIY stamp for printing designs on paper or fabric.,creative
26,27,fork,7. Use a fork to create a unique piece of art by dipping the tines in paint and stamping them onto a canvas or paper.,creative
27,28,fork,8. Use a fork to create a makeshift comb for styling hair in a pinch.,creative
28,29,fork,9. Use a fork to create a DIY plant marker by writing the name of the plant on the handle and sticking it in the soil.,creative
29,30,fork,10. Use a fork to create a unique piece of furniture by attaching the tines to a wooden base and using it as a decorative accent piece.,creative
30,31,fork,1. Use a fork to create a unique pattern on a cake or pie crust.,creative
31,32,fork,2. Use a fork to create a DIY necklace or bracelet by bending the tines into a desired shape.,creative
32,33,fork,3. Use a fork to create a mini garden by sticking it into a potato and planting it in soil.,creative
33,34,fork,4. Use a fork to create a makeshift hair accessory by twisting it into a bun or updo.,creative
34,35,fork,5. Use a fork to create a unique piece of art by dipping the tines in paint and stamping onto a canvas.,creative
35,36,fork,6. Use a fork to create a DIY stamp by carving a design into the tines and using it to stamp onto paper or fabric.,creative
36,37,fork,7. Use a fork to create a makeshift guitar by strumming the tines and using a tissue box as the body.,creative
37,38,fork,8. Use a fork to create a unique candle holder by sticking the tines into a cork or foam block and placing a candle on top.,creative
38,39,fork,9. Use a fork to create a DIY wind chime by attaching beads or bells to the tines with string or wire.,creative
39,40,fork,10. Use a fork to create a unique piece of jewelry by wrapping wire around the tines and adding beads or charms.,creative
40,41,fork,1. Use a fork to create a unique pattern on a piece of clay or pottery.,creative
41,42,fork,2. Use a fork to create a makeshift hairbrush or comb.,creative
42,43,fork,3. Use a fork to create a DIY cheese grater by bending the tines slightly.,creative
43,44,fork,4. Use a fork to create a unique texture on a cake or other baked goods.,creative
44,45,fork,5. Use a fork to create a makeshift back scratcher.,creative
45,46,fork,6. Use a fork to create a DIY plant marker by writing the name of the plant on the handle.,creative
46,47,fork,7. Use a fork to create a makeshift fishing hook.,creative
47,48,fork,8. Use a fork to create a DIY candle holder by sticking the tines into the wax.,creative
48,49,fork,9. Use a fork to create a makeshift guitar pick.,creative
49,50,fork,10. Use a fork to create a DIY wind chime by hanging several forks from a piece of string or wire.,creative
50,51,fork,1. Use the tines of the fork to create a unique pattern in clay or playdough.,creative
51,52,fork,2. Use the handle of the fork as a makeshift stylus for a touchscreen device.,creative
52,53,fork,3. Use the tines of the fork to create a decorative border on a cake or pie crust.,creative
53,54,fork,4. Use the fork to create a makeshift hair accessory by twisting it into a bun or updo.,creative
54,55,fork,5. Use the fork to create a unique texture in a painting or drawing.,creative
55,56,fork,6. Use the tines of the fork to create a unique design in a bar of soap.,creative
56,57,fork,7. Use the fork to create a makeshift plant marker by writing the name of the plant on the handle.,creative
57,58,fork,8. Use the fork to create a unique texture in a piece of pottery.,creative
58,59,fork,9. Use the fork to create a makeshift guitar pick for playing acoustic guitar.,creative
59,60,fork,10. Use the fork to create a unique design in a piece of leather or fabric.,creative
60,61,fork,1. Use a fork to create a unique piece of art by dipping the prongs in paint and creating a textured design on paper or canvas.,creative
61,62,fork,2. Use a fork to create a DIY hair accessory by bending the prongs into a decorative shape and attaching it to a hair clip or headband.,creative
62,63,fork,3. Use a fork to create a makeshift guitar pick by holding the prongs between your fingers and strumming the strings.,creative
63,64,fork,4. Use a fork to create a unique piece of jewelry by wrapping wire around the prongs and attaching it to a chain or earring hook.,creative
64,65,fork,5. Use a fork to create a DIY plant marker by writing the name of the plant on the handle with a permanent marker.,creative
65,66,fork,6. Use a fork to create a unique candle holder by bending the prongs into a decorative shape and placing a tea light candle in the center.,creative
66,67,fork,7. Use a fork to create a DIY phone stand by bending the prongs into a stand shape and resting your phone on it.,creative
67,68,fork,8. Use a fork to create a unique napkin ring by wrapping ribbon or twine around the handle and tying it in a bow.,creative
68,69,fork,9. Use a fork to create a DIY cheese grater by bending the prongs at an angle and using it to grate cheese.,creative
69,70,fork,10. Use a fork to create a unique keychain by attaching a small charm or bead to the handle with a jump ring.,creative
70,71,fork,1. Use a fork as a makeshift hair accessory to hold up a messy bun or braid.,creative
71,72,fork,2. Use a fork to create textured patterns in clay or playdough.,creative
72,73,fork,3. Use a fork to create a unique design on a cake or pie crust.,creative
73,74,fork,4. Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces.,creative
74,75,fork,5. Use a fork to create a mini garden by sticking it into a potato and planting it in soil.,creative
75,76,fork,6. Use a fork to create a unique piece of art by dipping the prongs in paint and stamping onto a canvas.,creative
76,77,fork,7. Use a fork to create a DIY wind chime by attaching different sized forks to string or wire.,creative
77,78,fork,8. Use a fork to create a unique bookmark by attaching a ribbon or tassel to the handle.,creative
78,79,fork,9. Use a fork to create a DIY photo holder by bending the prongs to hold a picture.,creative
79,80,fork,10. Use a fork to create a unique candle holder by sticking the prongs into a candle and placing it in a jar or vase.,creative
80,81,fork,1. Use a fork to create a unique pattern in clay or play-dough.,creative
81,82,fork,2. Use a fork to comb through tangled hair.,creative
82,83,fork,3. Use a fork to create a makeshift guitar pick.,creative
83,84,fork,4. Use a fork to create a decorative imprint on a pie crust.,creative
84,85,fork,5. Use a fork to create a unique texture on a painting or drawing.,creative
85,86,fork,6. Use a fork to create a DIY wind chime by attaching it to various objects.,creative
86,87,fork,7. Use a fork to create a unique texture on a piece of pottery.,creative
87,88,fork,8. Use a fork to create a DIY jewelry holder by bending the prongs.,creative
88,89,fork,9. Use a fork to create a unique texture on a piece of leather.,creative
89,90,fork,10. Use a fork to create a DIY plant marker by writing on the handle.,creative
90,91,fork,1. Use a fork to create a unique pattern in clay or playdough.,creative
91,92,fork,2. Use a fork to create a decorative edge on a pie crust.,creative
92,93,fork,3. Use a fork to make a miniature garden by sticking it into soil and hanging small objects from the tines.,creative
93,94,fork,4. Use a fork to create a DIY hair accessory by wrapping ribbon or fabric around the handle and tines.,creative
94,95,fork,5. Use a fork to create a unique texture on a painting or drawing.,creative
95,96,fork,6. Use a fork to create a makeshift guitar by plucking the tines.,creative
96,97,fork,7. Use a fork to create a DIY wind chime by attaching small bells or beads to the tines.,creative
97,98,fork,8. Use a fork to create a DIY jewelry holder by bending the tines and attaching it to a wall or board.,creative
98,99,fork,9. Use a fork to create a DIY plant marker by writing the name of the plant on the handle and sticking it into the soil.,creative
99,100,fork,10. Use a fork to create a DIY stamp by dipping the tines in paint and pressing it onto paper or fabric.,creative
100,101,fork,1. Use a fork to create a unique pattern in cookie dough or pie crust.,creative
101,102,fork,2. Use a fork to create a makeshift hair pick or comb.,creative
102,103,fork,3. Use a fork to create a DIY plant marker for your garden.,creative
103,104,fork,4. Use a fork to create a mini easel to display small artwork or photos.,creative
104,105,fork,5. Use a fork to create a unique texture in mashed potatoes or other soft foods.,creative
105,106,fork,6. Use a fork to create a DIY jewelry holder by bending the prongs into hooks.,creative
106,107,fork,7. Use a fork to create a DIY candle holder by bending the prongs into a circle.,creative
107,108,fork,8. Use a fork to create a DIY wind chime by attaching small objects to the prongs.,creative
108,109,fork,9. Use a fork to create a DIY stamp by carving a design into the prongs.,creative
109,110,fork,10. Use a fork to create a DIY toy by attaching a small object to the prongs and using it as a handle.,creative
110,111,fork,1. Use a fork as a makeshift hairbrush to detangle knots.,creative
111,112,fork,2. Use a fork to create a unique pattern in clay or playdough.,creative
112,113,fork,3. Use a fork to create a decorative edge on a pie crust.,creative
113,114,fork,4. Use a fork to aerate soil in a small garden or potted plants.,creative
114,115,fork,5. Use a fork to create a DIY jewelry holder by bending the tines to hold earrings.,creative
115,116,fork,6. Use a fork to create a DIY wind chime by hanging multiple forks from a string.,creative
116,117,fork,7. Use a fork to create a DIY photo holder by bending the tines to hold a picture.,creative
117,118,fork,8. Use a fork to create a DIY candle holder by bending the tines to hold a candle.,creative
118,119,fork,9. Use a fork to create a DIY key holder by bending the tines to hold keys.,creative
119,120,fork,10. Use a fork to create a DIY plant marker by writing the name of the plant on the handle with a permanent marker.,creative
120,121,fork,1. Use a fork to create a unique pattern on a cake or pie crust.,creative
121,122,fork,2. Use a fork to create a makeshift hairbrush or comb.,creative
122,123,fork,3. Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces.,creative
123,124,fork,4. Use a fork to create a plant marker by writing the name of the plant on the handle.,creative
124,125,fork,5. Use a fork to create a DIY candle holder by sticking the prongs into a candle.,creative
125,126,fork,6. Use a fork to create a DIY phone stand by bending the prongs to hold the phone.,creative
126,127,fork,7. Use a fork to create a DIY paintbrush by wrapping the prongs with a cloth or sponge.,creative
127,128,fork,8. Use a fork to create a DIY cheese grater by bending the prongs to create a grating surface.,creative
128,129,fork,9. Use a fork to create a DIY guitar pick by cutting the prongs to size and shaping the edges.,creative
129,130,fork,10. Use a fork to create a DIY toy by attaching a string to the handle and using it as a puppet.,creative
130,131,fork,1. Use a fork to create a unique pattern in cookie dough or pie crust.,creative
131,132,fork,2. Turn a fork into a makeshift comb for your hair in a pinch.,creative
132,133,fork,3. Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces.,creative
133,134,fork,4. Use a fork to create a mini garden by sticking it into a potato and planting it in soil.,creative
134,135,fork,5. Use a fork to create a unique texture in mashed potatoes or other soft foods.,creative
135,136,fork,6. Use a fork to create a DIY stamp by dipping the prongs in paint and pressing onto paper.,creative
136,137,fork,7. Use a fork to create a DIY candle holder by bending the prongs to hold a tea light.,creative
137,138,fork,8. Use a fork to create a DIY wind chime by attaching small bells or beads to the prongs.,creative
138,139,fork,9. Use a fork to create a DIY picture frame by bending the prongs to hold a small photo.,creative
139,140,fork,10. Use a fork to create a DIY plant marker by writing the name of the plant on the handle with a permanent marker.,creative
140,141,fork,1. Use a fork to create a unique pattern in clay or playdough.,creative
141,142,fork,2. Use a fork to create a makeshift hairbrush or comb.,creative
142,143,fork,3. Use a fork to create a decorative pattern on a cake or pie.,creative
143,144,fork,4. Use a fork to dig small holes for planting seeds in a garden.,creative
144,145,fork,5. Use a fork to create a DIY guitar pick.,creative
145,146,fork,6. Use a fork to create a unique texture on a painting or drawing.,creative
146,147,fork,7. Use a fork to create a DIY back scratcher.,creative
147,148,fork,8. Use a fork to create a unique texture on a piece of pottery.,creative
148,149,fork,9. Use a fork to create a DIY knitting or crochet tool.,creative
149,150,fork,10. Use a fork to create a DIY stencil for painting or drawing.,creative
150,151,fork,1. Use a fork to create a unique piece of art by dipping the tines in paint and creating a pattern on a canvas.,creative
151,152,fork,2. Use a fork to make a mini garden by sticking the tines into soil and planting small succulents or herbs.,creative
152,153,fork,3. Use a fork to create a DIY hair accessory by bending the tines into a decorative shape and attaching it to a hair clip or headband.,creative
153,154,fork,4. Use a fork to create a unique piece of jewelry by bending the tines into a ring or necklace pendant.,creative
154,155,fork,5. Use a fork to create a makeshift drumstick and play a beat on a tabletop or other surface.,creative
