...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
0,1,creative,1 Turn it into a birdhouse by cutting a hole in the side and adding a perch,turn it into a birdhouse by cutting a hole in the side and adding a perch,tin can,tin can,1.5621
1,2,creative,2 Use it as a pencil holder by decorating it with paint or wrapping paper,use it as a pencil holder by decorating it with paint or wrapping paper,tin can,tin can,0.30662999999999996
2,3,creative,3 Create a wind chime by attaching strings and bells to the bottom of the can,create a wind chime by attaching strings and bells to the bottom of the can,tin can,tin can,1.62351
3,4,creative,4 Make a DIY lantern by punching holes in the sides and placing a candle inside,make a diy lantern by punching holes in the sides and placing a candle inside,tin can,tin can,0.36302999999999996
4,5,creative,5 Turn it into a planter by adding soil and a small plant or herb,turn it into a planter by adding soil and a small plant or herb,tin can,tin can,0.97541
5,6,creative,6 Use it as a cookie cutter by removing the top and bottom and cutting out shapes,use it as a cookie cutter by removing the top and bottom and cutting out shapes,tin can,tin can,0.7172700000000001
6,7,creative,7 Create a mini drum set by attaching several cans together and adding drumsticks,create a mini drum set by attaching several cans together and adding drumsticks,tin can,tin can,0.36336999999999997
7,8,creative,8 Make a DIY piggy bank by cutting a slot in the top and decorating it with paint or stickers,make a diy piggy bank by cutting a slot in the top and decorating it with paint or stickers,tin can,tin can,0.36219
8,9,creative,9 Use it as a makeshift speaker by cutting a hole in the side and inserting a phone or MP3 player,use it as a makeshift speaker by cutting a hole in the side and inserting a phone or mp player,tin can,tin can,0.36412
9,10,creative,10 Create a DIY game by painting the can and adding holes for a bean bag toss or ring toss game,create a diy game by painting the can and adding holes for a bean bag toss or ring toss game,tin can,tin can,1.63784
10,11,creative,1 Turn it into a bird feeder by punching holes in the sides and filling it with birdseed,turn it into a bird feeder by punching holes in the sides and filling it with birdseed,tin can,tin can,1.63473
11,12,creative,2 Use it as a pencil holder by decorating it with paint or wrapping paper,use it as a pencil holder by decorating it with paint or wrapping paper,tin can,tin can,0.30662999999999996
12,13,creative,3 Create a wind chime by attaching strings and bells to the bottom of the can,create a wind chime by attaching strings and bells to the bottom of the can,tin can,tin can,1.62351
13,14,creative,4 Turn it into a lantern by cutting out designs in the sides and placing a candle inside,turn it into a lantern by cutting out designs in the sides and placing a candle inside,tin can,tin can,1.65405
14,15,creative,5 Use it as a planter by filling it with soil and planting small herbs or flowers,use it as a planter by filling it with soil and planting small herbs or flowers,tin can,tin can,1.63888
15,16,creative,6 Turn it into a drum by covering the top with a stretched piece of fabric or leather,turn it into a drum by covering the top with a stretched piece of fabric or leather,tin can,tin can,1.6885
16,17,creative,7 Use it as a piggy bank by cutting a slot in the top and decorating it with paint or stickers,use it as a piggy bank by cutting a slot in the top and decorating it with paint or stickers,tin can,tin can,0.36219999999999997
17,18,creative,8 Create a DIY speaker by cutting a hole in the bottom and attaching a smartphone or MP3 player,create a diy speaker by cutting a hole in the bottom and attaching a smartphone or mp player,tin can,tin can,0.59929
18,19,creative,9 Use it as a cookie cutter by removing the top and bottom and cutting shapes into the sides,use it as a cookie cutter by removing the top and bottom and cutting shapes into the sides,tin can,tin can,0.71712
19,20,creative,10 Turn it into a mini grill by filling it with charcoal and placing a grate on top,turn it into a mini grill by filling it with charcoal and placing a grate on top,tin can,tin can,1.6379000000000001
20,21,creative,1 Turn it into a birdhouse by cutting a hole in the side and attaching a perch,turn it into a birdhouse by cutting a hole in the side and attaching a perch,tin can,tin can,1.43452
21,22,creative,2 Use it as a pencil holder by painting it and adding some decorative elements,use it as a pencil holder by painting it and adding some decorative elements,tin can,tin can,0.33137000000000005
22,23,creative,3 Create a wind chime by attaching strings and bells to the bottom of the can,create a wind chime by attaching strings and bells to the bottom of the can,tin can,tin can,1.62351
23,24,creative,4 Turn it into a lantern by punching holes in the sides and adding a candle or LED light,turn it into a lantern by punching holes in the sides and adding a candle or led light,tin can,tin can,0.35917
24,25,creative,5 Use it as a planter by filling it with soil and planting small herbs or flowers,use it as a planter by filling it with soil and planting small herbs or flowers,tin can,tin can,1.63888
25,26,creative,6 Create a mini drum set by attaching several cans of different sizes together and adding drumsticks,create a mini drum set by attaching several cans of different sizes together and adding drumsticks,tin can,tin can,1.6372900000000001
26,27,creative,7 Turn it into a piggy bank by cutting a slot in the top and painting it with a fun design,turn it into a piggy bank by cutting a slot in the top and painting it with a fun design,tin can,tin can,0.37544999999999995
27,28,creative,8 Use it as a vase by wrapping it in twine or ribbon and adding fresh or artificial flowers,use it as a vase by wrapping it in twine or ribbon and adding fresh or artificial flowers,tin can,tin can,0.34545000000000003
28,29,creative,9 Create a DIY speaker by cutting a hole in the bottom and attaching a smartphone or MP3 player,create a diy speaker by cutting a hole in the bottom and attaching a smartphone or mp player,tin can,tin can,0.59929
29,30,creative,10 Use it as a cookie cutter by removing the top and bottom and cutting out shapes with the can,use it as a cookie cutter by removing the top and bottom and cutting out shapes with the can,tin can,tin can,1.27668
30,31,creative,1 Turn a tin can into a birdhouse by cutting a hole in the side and attaching a perch,turn a tin can into a birdhouse by cutting a hole in the side and attaching a perch,tin can,tin can,1.5878999999999999
31,32,creative,2 Use a tin can as a pencil holder by decorating it with paint or wrapping paper,use a tin can as a pencil holder by decorating it with paint or wrapping paper,tin can,tin can,0.31916999999999995
32,33,creative,3 Create a tin can lantern by punching holes in the sides and adding a candle or LED light,create a tin can lantern by punching holes in the sides and adding a candle or led light,tin can,tin can,0.36056999999999995
33,34,creative,4 Turn a tin can into a planter by filling it with soil and planting herbs or flowers,turn a tin can into a planter by filling it with soil and planting herbs or flowers,tin can,tin can,0.36156999999999995
34,35,creative,5 Use a tin can as a cookie cutter by removing the top and bottom and cutting out shapes with the sharp edge,use a tin can as a cookie cutter by removing the top and bottom and cutting out shapes with the sharp edge,tin can,tin can,0.7309399999999999
35,36,creative,6 Create a tin can wind chime by attaching strings and bells or other noisemaking objects to the bottom,create a tin can wind chime by attaching strings and bells or other noisemaking objects to the bottom,tin can,tin can,1.63496
36,37,creative,7 Use a tin can as a makeshift drum by covering the top with a piece of fabric or paper and tapping with drumsticks,use a tin can as a makeshift drum by covering the top with a piece of fabric or paper and tapping with drumsticks,tin can,tin can,0.36319999999999997
