id	word1	word2	word3	word4	word5	word6	word7	word8	word9	word10	dat
0	Dog	Chair	Love	Cloud	Time	Music	Tree	Money	Freedom	Water	73.29018343062629
1	Dog	Happiness	Chair	Freedom	Tree	Time	Love	Money	Music	Water	68.75409654208592
2	Dog	Chair	Love	Mountain	Music	Happiness	Book	Water	Time	Money	72.85422143482026
3	Dog	Chair	Love	Mountain	Music	Water	Book	Time	Money	Happiness	73.77373789037976
4	Dog	Happiness	Chair	Ocean	Time	Music	Tree	Money	Love	Book	73.70066997550782
5	Dog	Chair	Love	Time	Music	Tree	Water	Money	Happiness	Book	70.81912997223083
6	Dog	Chair	Love	Time	Music	Water	Freedom	Money	Hope	War	70.51329811414082
7	Dog	Happiness	Chair	Time	Ocean	Love	Tree	Money	Music	Freedom	70.40203043392727
8	Dog	Chair	Love	Cloud	Time	Book	Music	Money	Water	Happiness	73.42396917797271
9	Dog	Happiness	Chair	Time	Mountain	Love	Car	Music	Money	Freedom	70.99542795192627
10	Dog	Chair	Love	Ocean	Time	Tree	Money	Music	Happiness	Book	71.278877556324
11	Dog	Happiness	Chair	Time	Ocean	Money	Love	Tree	Freedom	Music	69.79557112568901
12	Dog	Happiness	Chair	Time	Ocean	Music	Money	Love	Mountain	Book	72.98799419686908
13	Dog	Chair	Love	Cloud	Music	Freedom	Tree	Time	Money	Happiness	75.24512779145013
14	Dog	Chair	Love	Mountain	Time	Music	Happiness	Water	Book	Money	70.40894308260509
15	Dog	Chair	Love	Ocean	Happiness	Tree	Time	Money	Music	Book	70.40203043392727
16	Dog	Chair	Love	Cloud	Music	Time	Water	Book	Money	Tree	73.17519102777753
17	Dog	Moon	Happiness	Chair	Ocean	Freedom	Book	Music	Money	Time	74.1021875824247
18	Dog	Moon	Happiness	Chair	Time	Ocean	Freedom	Tree	Money	Love	70.96117834250133
19	Dog	Chair	Love	Cloud	Music	Time	Tree	Water	Money	Happiness	73.29018343062629
20	Dog	Happiness	Chair	Time	Mountain	Music	Money	Love	Water	Book	73.17404988266173
21	Dog	Happiness	Chair	Freedom	Ocean	Knowledge	Tree	Time	Love	Money	73.80490870702835
22	Dog	Chair	Love	Ocean	Time	Music	Money	Freedom	Happiness	Book	70.54330954949062
23	Dog	Chair	Love	Time	Water	Music	Money	Freedom	Happiness	Book	69.88587741340909
24	Dog	Happiness	Chair	Ocean	Time	Tree	Love	Money	Music	Book	70.40203043392727
